symbol,timestamp,open,high,low,close,volume,trade_count,vwap
SPY,2026-08-19 19:01:00+00:00,769.74,769.8,769.68,769.72,30433.0,903.0,769.736047
SPY,2026-08-19 19:02:00+00:00,769.7,769.75,769.585,769.585,42662.0,988.0,769.679494
SPY,2026-08-19 19:03:00+00:00,769.585,769.62,769.51,769.61,24061.0,655.0,769.573221
SPY,2026-08-19 19:04:00+00:00,769.62,769.66,769.57,769.61,33204.0,664.0,769.603682
SPY,2026-08-19 19:05:00+00:00,769.615,769.64,769.5,769.575,26663.0,748.0,769.588005
SPY,2026-08-19 19:06:00+00:00,769.575,769.635,769.52,769.59,123321.0,937.0,769.584935
SPY,2026-08-19 19:07:00+00:00,769.59,769.69,769.56,769.69,56124.0,629.0,769.613888
SPY,2026-08-19 19:08:00+00:00,769.72,769.85,769.72,769.8106,36840.0,896.0,769.791877
SPY,2026-08-19 19:09:00+00:00,769.83,769.99,769.79,769.9,47585.0,967.0,769.884636
SPY,2026-08-19 19:10:00+00:00,769.9,769.95,769.8,769.869,22104.0,716.0,769.874775
SPY,2026-08-19 19:11:00+00:00,769.8558,769.87,769.8,769.86,21677.0,656.0,769.840028
SPY,2026-08-19 19:12:00+00:00,769.85,769.95,769.79,769.82,27325.0,708.0,769.878538
SPY,2026-08-19 19:13:00+00:00,769.82,769.84,769.75,769.77,30446.0,583.0,769.812218
SPY,2026-08-19 19:14:00+00:00,769.78,769.82,769.685,769.71,28835.0,660.0,769.761198
SPY,2026-08-19 19:15:00+00:00,769.71,769.81,769.65,769.75,41978.0,852.0,769.731524
SPY,2026-08-19 19:16:00+00:00,769.75,769.81,769.6,769.67,114224.0,1699.0,769.70682
SPY,2026-08-19 19:17:00+00:00,769.665,769.74,769.65,769.725,48190.0,600.0,769.688568
SPY,2026-08-19 19:18:00+00:00,769.725,769.86,769.69,769.83,352381.0,861.0,769.779021
SPY,2026-08-19 19:19:00+00:00,769.85,770.0195,769.83,770.01,51209.0,789.0,769.907577
SPY,2026-08-19 19:20:00+00:00,770.01,770.02,769.91,769.99,51356.0,903.0,769.965056
SPY,2026-08-19 19:21:00+00:00,770.0,770.01,769.68,769.68,84918.0,1334.0,769.850121
SPY,2026-08-19 19:22:00+00:00,769.68,769.87,769.68,769.86,63214.0,901.0,769.817093
SPY,2026-08-19 19:23:00+00:00,769.87,769.91,769.82,769.91,290103.0,796.0,769.862584
SPY,2026-08-19 19:24:00+00:00,769.91,770.0,769.885,769.94,64198.0,1132.0,769.93983
SPY,2026-08-19 19:25:00+00:00,769.93,769.945,769.86,769.89,53298.0,1129.0,769.904641
SPY,2026-08-19 19:26:00+00:00,769.885,770.02,769.87,769.88,40725.0,913.0,769.949179
SPY,2026-08-19 19:27:00+00:00,769.87,769.92,769.84,769.87,174650.0,1936.0,769.868622
SPY,2026-08-19 19:28:00+00:00,769.865,769.925,769.78,769.79,253752.0,1431.0,769.86393
SPY,2026-08-19 19:29:00+00:00,769.7901,769.85,769.58,769.63,115305.0,1464.0,769.678643
SPY,2026-08-19 19:30:00+00:00,769.65,770.005,769.61,769.99,83101.0,1550.0,769.832346
SPY,2026-08-19 19:31:00+00:00,769.99,770.04,769.965,770.015,64025.0,1218.0,770.003184
SPY,2026-08-19 19:32:00+00:00,770.02,770.26,769.96,770.235,137109.0,1948.0,770.076351
SPY,2026-08-19 19:33:00+00:00,770.23,770.38,770.13,770.18,98974.0,1660.0,770.26474
SPY,2026-08-19 19:34:00+00:00,770.185,770.255,770.16,770.18,74193.0,1203.0,770.209674
SPY,2026-08-19 19:35:00+00:00,770.18,770.19,769.69,769.78,195425.0,2658.0,769.828303
SPY,2026-08-19 19:36:00+00:00,769.77,769.8199,769.47,769.47,300017.0,2874.0,769.732595
SPY,2026-08-19 19:37:00+00:00,769.485,769.5,769.25,769.3,94722.0,1209.0,769.417867
SPY,2026-08-19 19:38:00+00:00,769.29,769.43,769.25,769.36,109438.0,1731.0,769.350983
SPY,2026-08-19 19:39:00+00:00,769.36,769.5,769.17,769.175,90308.0,1518.0,769.33276
SPY,2026-08-19 19:40:00+00:00,769.17,769.3894,769.155,769.21,72902.0,1290.0,769.258042
SPY,2026-08-19 19:41:00+00:00,769.215,769.26,769.13,769.26,55041.0,1216.0,769.172477
SPY,2026-08-19 19:42:00+00:00,769.25,769.26,769.16,769.1701,69621.0,1240.0,769.204835
SPY,2026-08-19 19:43:00+00:00,769.18,769.18,769.0,769.08,67527.0,1288.0,769.110627
SPY,2026-08-19 19:44:00+00:00,769.09,769.13,768.985,769.0,96782.0,1573.0,769.077568
SPY,2026-08-19 19:45:00+00:00,769.0,769.12,768.855,768.855,103973.0,1809.0,769.004314
SPY,2026-08-19 19:46:00+00:00,768.89,768.89,768.72,768.73,181490.0,2416.0,768.799059
SPY,2026-08-19 19:47:00+00:00,768.73,768.81,768.53,768.81,128670.0,1962.0,768.679975
SPY,2026-08-19 19:48:00+00:00,768.79,769.0,768.67,768.72,126245.0,2098.0,768.83549
SPY,2026-08-19 19:49:00+00:00,768.725,768.81,768.67,768.76,109408.0,1867.0,768.737679
SPY,2026-08-19 19:50:00+00:00,768.76,768.76,768.29,768.45,183243.0,3095.0,768.495167
SPY,2026-08-19 19:51:00+00:00,768.44,768.5599,768.39,768.44,142084.0,2141.0,768.478412
SPY,2026-08-19 19:52:00+00:00,768.44,768.56,768.3,768.495,150558.0,2790.0,768.420916
SPY,2026-08-19 19:53:00+00:00,768.5,768.71,768.46,768.59,166104.0,2676.0,768.578806
SPY,2026-08-19 19:54:00+00:00,768.58,768.86,768.54,768.72,296180.0,2691.0,768.714595
SPY,2026-08-19 19:55:00+00:00,768.71,768.74,768.2,768.285,615844.0,5062.0,768.357351
SPY,2026-08-19 19:56:00+00:00,768.28,768.52,768.24,768.46,681546.0,4497.0,768.393437
SPY,2026-08-19 19:57:00+00:00,768.46,768.73,768.44,768.725,660409.0,4322.0,768.595333
SPY,2026-08-19 19:58:00+00:00,768.725,768.845,768.64,768.825,892921.0,5677.0,768.774809
SPY,2026-08-19 19:59:00+00:00,768.82,769.1,768.47,769.06,1745613.0,11490.0,768.866997
SPY,2026-08-19 20:00:00+00:00,769.09,769.23,769.04,769.18,986616.0,611.0,769.066705
SPY,2026-08-19 20:01:00+00:00,769.19,769.23,768.9666,769.06,120088.0,481.0,769.103063
SPY,2026-08-19 20:02:00+00:00,769.0608,769.0608,768.9,768.96,1160519.0,198.0,768.979113
SPY,2026-08-19 20:03:00+00:00,768.99,769.06,768.95,768.99,15287.0,146.0,769.027803
SPY,2026-08-19 20:04:00+00:00,768.94,769.0,768.9,769.0,53051.0,211.0,768.951779
SPY,2026-08-19 20:05:00+00:00,768.9869,769.0,768.64,768.65,667710.0,232.0,768.76515
SPY,2026-08-19 20:06:00+00:00,768.66,768.86,768.61,768.82,20527.0,104.0,768.779774
SPY,2026-08-19 20:07:00+00:00,768.78,768.97,768.78,768.91,30482.0,140.0,768.898984
SPY,2026-08-19 20:08:00+00:00,768.93,769.01,768.92,768.97,35447.0,129.0,768.970015
SPY,2026-08-19 20:09:00+00:00,768.97,768.99,768.9,768.94,31985.0,108.0,768.929822
SPY,2026-08-19 20:10:00+00:00,768.95,769.0,768.93,768.96,3093463.0,144.0,768.962066
SPY,2026-08-19 20:11:00+00:00,769.0,769.01,768.97,768.97,3109.0,79.0,768.990633
SPY,2026-08-19 20:12:00+00:00,768.93,768.96,768.9,768.9,148637.0,146.0,768.940757
SPY,2026-08-19 20:13:00+00:00,768.86,769.04,768.85,768.93,115941.0,97.0,768.952106
SPY,2026-08-19 20:14:00+00:00,768.94,768.94,768.85,768.89,309657.0,115.0,768.907238
SPY,2026-08-19 20:15:00+00:00,768.86,768.86,768.74,768.75,25819.0,114.0,768.814858
SPY,2026-08-19 20:16:00+00:00,768.75,768.82,768.75,768.82,21742.0,132.0,768.813213
SPY,2026-08-19 20:17:00+00:00,768.82,768.82,768.7,768.72,159297.0,165.0,768.792275
SPY,2026-08-19 20:18:00+00:00,768.69,768.7,768.65,768.7,2710.0,91.0,768.680253
SPY,2026-08-19 20:19:00+00:00,768.82,768.82,768.74,768.74,942.0,47.0,768.773989
SPY,2026-08-19 20:20:00+00:00,768.73,768.75,768.69,768.75,17627.0,111.0,768.712235
SPY,2026-08-19 20:21:00+00:00,768.71,768.8,768.71,768.8,1313.0,40.0,768.784184
SPY,2026-08-19 20:22:00+00:00,768.8,768.8,768.76,768.76,540.0,25.0,768.785586
SPY,2026-08-19 20:23:00+00:00,768.76,768.76,768.72,768.72,5400.0,28.0,768.727187
SPY,2026-08-19 20:24:00+00:00,768.77,768.77,768.71,768.72,9357.0,57.0,768.721138
SPY,2026-08-19 20:25:00+00:00,768.7228,768.81,768.7228,768.81,715.0,23.0,768.739206
SPY,2026-08-19 20:26:00+00:00,768.86,768.86,768.8409,768.86,693.0,16.0,768.85883
SPY,2026-08-19 20:27:00+00:00,768.86,768.89,768.85,768.85,1764.0,41.0,768.861026
SPY,2026-08-19 20:28:00+00:00,768.87,768.94,766.875,768.92,7446.0,84.0,768.864243
SPY,2026-08-19 20:29:00+00:00,768.92,768.92,768.92,768.92,969.0,24.0,768.92
SPY,2026-08-19 20:30:00+00:00,768.94,768.94,768.87,768.89,1985.0,46.0,768.894384
SPY,2026-08-19 20:31:00+00:00,768.8762,768.8762,768.83,768.83,10223.0,72.0,768.837432
SPY,2026-08-19 20:32:00+00:00,768.8605,768.8605,768.8,768.83,9190.0,53.0,768.831175
SPY,2026-08-19 20:33:00+00:00,768.82,768.92,768.82,768.92,556.0,73.0,768.846779
SPY,2026-08-19 20:34:00+00:00,768.94,768.97,768.94,768.97,12423.0,99.0,768.968762
SPY,2026-08-19 20:35:00+00:00,768.98,769.06,768.96,769.01,24273.0,185.0,769.008621
SPY,2026-08-19 20:36:00+00:00,768.97,768.98,768.95,768.96,573.0,27.0,768.964701
SPY,2026-08-19 20:37:00+00:00,768.95,768.97,768.93,768.97,1733.0,39.0,768.938005
SPY,2026-08-19 20:38:00+00:00,768.93,768.97,768.93,768.96,303.0,15.0,768.956154
SPY,2026-08-19 20:39:00+00:00,768.93,768.95,768.85,768.85,2954.0,37.0,768.92135
SPY,2026-08-19 20:40:00+00:00,768.83,768.83,768.77,768.79,3680.0,49.0,768.803395
SPY,2026-08-19 20:42:00+00:00,768.85,768.85,768.85,768.85,362.0,26.0,768.85
SPY,2026-08-19 20:43:00+00:00,768.94,768.96,768.93,768.93,480.0,31.0,768.947104
SPY,2026-08-19 20:45:00+00:00,768.92,768.93,768.92,768.93,253.0,17.0,768.92452
SPY,2026-08-19 20:46:00+00:00,768.95,769.0381,768.95,769.0381,823.0,31.0,768.966694
SPY,2026-08-19 20:47:00+00:00,769.05,769.05,769.05,769.05,423.0,35.0,769.05
SPY,2026-08-19 20:48:00+00:00,769.05,769.05,769.03,769.03,773.0,30.0,769.047214
SPY,2026-08-19 20:49:00+00:00,769.03,769.05,769.0,769.04,665.0,30.0,769.0192
SPY,2026-08-19 20:50:00+00:00,769.04,769.09,769.04,769.09,3035.0,64.0,769.067861
SPY,2026-08-19 20:51:00+00:00,769.09,769.1,769.07,769.07,1065.0,24.0,769.075649
SPY,2026-08-19 20:52:00+00:00,769.07,769.07,769.0528,769.07,1092.0,24.0,769.066849
SPY,2026-08-19 20:53:00+00:00,769.08,769.12,769.03,769.06,7615.0,80.0,769.069135
SPY,2026-08-19 20:54:00+00:00,769.06,769.09,769.06,769.09,1983.0,30.0,769.077542
SPY,2026-08-19 20:55:00+00:00,769.1,769.1,769.08,769.08,19490.0,34.0,769.088
SPY,2026-08-19 20:56:00+00:00,769.0629,769.09,769.0629,769.08,5366.0,43.0,769.079682
SPY,2026-08-19 20:57:00+00:00,769.08,769.08,769.0599,769.0599,4857.0,35.0,769.060165
SPY,2026-08-19 20:58:00+00:00,769.06,769.08,769.0573,769.06,6774.0,55.0,769.061518
SPY,2026-08-19 20:59:00+00:00,769.08,769.09,769.05,769.05,19195.0,115.0,769.080623
SPY,2026-08-19 21:00:00+00:00,769.0,769.1,768.96,769.1,1754.0,52.0,769.007355
SPY,2026-08-19 21:01:00+00:00,769.07,769.1,769.0033,769.0033,574.0,26.0,769.067552
SPY,2026-08-19 21:02:00+00:00,769.05,769.1,769.05,769.1,68062.0,65.0,769.096069
SPY,2026-08-19 21:04:00+00:00,769.06,769.1,769.06,769.1,1002.0,104.0,769.075722
SPY,2026-08-19 21:05:00+00:00,769.09,769.1,769.09,769.1,7157.0,28.0,769.098038
SPY,2026-08-19 21:06:00+00:00,769.1,769.1,769.09,769.09,249988.0,28.0,769.094515
SPY,2026-08-19 21:07:00+00:00,769.09,769.1,769.08,769.09,3353.0,96.0,769.090616
SPY,2026-08-19 21:08:00+00:00,769.07,769.07,769.06,769.07,284.0,26.0,769.066476
SPY,2026-08-19 21:09:00+00:00,769.07,769.08,769.07,769.08,427.0,52.0,769.077826
SPY,2026-08-19 21:10:00+00:00,769.07,769.07,769.07,769.07,721.0,58.0,769.07
SPY,2026-08-19 21:12:00+00:00,769.05,769.05,769.0301,769.0301,252.0,20.0,769.038155
SPY,2026-08-19 21:13:00+00:00,769.05,769.05,769.05,769.05,123.0,21.0,769.05
SPY,2026-08-19 21:14:00+00:00,769.05,769.05,769.05,769.05,493.0,23.0,769.05
SPY,2026-08-19 21:16:00+00:00,769.03,769.04,768.96,769.04,51916.0,98.0,769.007039
SPY,2026-08-19 21:17:00+00:00,769.04,769.04,769.01,769.01,855.0,33.0,769.037087
SPY,2026-08-19 21:19:00+00:00,769.04,769.04,769.04,769.04,747.0,24.0,769.04
SPY,2026-08-19 21:20:00+00:00,769.0292,769.04,769.02,769.04,691.0,31.0,769.034192
SPY,2026-08-19 21:22:00+00:00,769.03,769.03,769.03,769.03,101.0,16.0,769.03
SPY,2026-08-19 21:23:00+00:00,768.9701,769.06,768.97,768.97,479.0,29.0,769.001447
SPY,2026-08-19 21:25:00+00:00,769.04,769.04,769.04,769.04,222.0,11.0,769.04
SPY,2026-08-19 21:26:00+00:00,768.9914,768.9914,768.9914,768.9914,532.0,12.0,768.9914
SPY,2026-08-19 21:27:00+00:00,769.0079,769.0079,769.0079,769.0079,205.0,11.0,769.0079
SPY,2026-08-19 21:28:00+00:00,769.06,769.06,769.06,769.06,159.0,24.0,769.06
SPY,2026-08-19 21:29:00+00:00,769.06,769.06,769.05,769.05,675.0,47.0,769.059022
SPY,2026-08-19 21:31:00+00:00,769.06,769.06,769.06,769.06,331.0,24.0,769.06
SPY,2026-08-19 21:32:00+00:00,769.07,769.07,769.07,769.07,687.0,20.0,769.07
SPY,2026-08-19 21:35:00+00:00,769.0411,769.0411,769.01,769.01,522.0,16.0,769.037644
SPY,2026-08-19 21:37:00+00:00,769.08,769.08,769.0,769.0,1145.0,26.0,769.076636
SPY,2026-08-19 21:39:00+00:00,769.05,769.05,769.0124,769.0124,213.0,15.0,769.036571
SPY,2026-08-19 21:41:00+00:00,769.07,769.08,769.0585,769.08,794.0,21.0,769.062719
SPY,2026-08-19 21:42:00+00:00,769.08,769.08,769.07,769.07,257.0,13.0,769.073925
SPY,2026-08-19 21:43:00+00:00,769.06,769.07,769.06,769.07,1157.0,11.0,769.061297
SPY,2026-08-19 21:44:00+00:00,769.06,769.06,769.06,769.06,1602.0,16.0,769.06
SPY,2026-08-19 21:47:00+00:00,769.1,769.1,769.08,769.08,159.0,16.0,769.090654
SPY,2026-08-19 21:48:00+00:00,769.08,769.08,769.08,769.08,98.0,12.0,769.08
SPY,2026-08-19 21:49:00+00:00,769.08,769.08,769.08,769.08,122.0,18.0,769.08
SPY,2026-08-19 21:53:00+00:00,769.13,769.13,769.13,769.13,90.0,15.0,769.13
SPY,2026-08-19 21:54:00+00:00,769.13,769.13,769.1254,769.1254,198.0,17.0,769.127212
SPY,2026-08-19 21:55:00+00:00,769.13,769.15,769.05,769.05,759.0,34.0,769.115174
SPY,2026-08-19 21:57:00+00:00,769.15,769.17,769.15,769.17,754.0,31.0,769.165385
SPY,2026-08-19 21:58:00+00:00,769.17,769.17,769.17,769.17,535.0,19.0,769.17
SPY,2026-08-19 22:00:00+00:00,769.24,769.4,769.24,769.3,4235.0,62.0,769.319815
SPY,2026-08-19 22:01:00+00:00,769.16,769.27,769.15,769.27,8681.0,95.0,769.190847
SPY,2026-08-19 22:02:00+00:00,769.31,769.62,769.31,769.61,4986.0,54.0,769.48459
SPY,2026-08-19 22:03:00+00:00,769.65,769.88,769.65,769.83,2675.0,52.0,769.7752
SPY,2026-08-19 22:04:00+00:00,769.83,769.86,769.76,769.79,1651.0,33.0,769.828386
SPY,2026-08-19 22:05:00+00:00,769.75,769.77,769.679,769.7092,797.0,23.0,769.743013
SPY,2026-08-19 22:06:00+00:00,769.5932,769.69,769.5932,769.6393,266.0,13.0,769.649696
SPY,2026-08-19 22:07:00+00:00,769.56,769.5639,769.55,769.5639,322.0,17.0,769.55436
SPY,2026-08-19 22:08:00+00:00,769.54,769.54,769.54,769.54,53.0,10.0,769.54
SPY,2026-08-19 22:09:00+00:00,769.57,769.75,769.57,769.75,1868.0,23.0,769.726012
SPY,2026-08-19 22:10:00+00:00,769.78,769.78,769.78,769.78,79.0,8.0,769.78
SPY,2026-08-19 22:11:00+00:00,769.63,769.73,769.63,769.73,1409.0,13.0,769.674286
SPY,2026-08-19 22:12:00+00:00,769.7302,769.7302,769.71,769.73,803.0,17.0,769.723036
SPY,2026-08-19 22:13:00+00:00,769.71,769.71,769.71,769.71,310.0,13.0,769.71
SPY,2026-08-19 22:14:00+00:00,769.7,770.29,769.7,770.2,7312.0,133.0,770.079218
SPY,2026-08-19 22:15:00+00:00,770.11,770.11,770.03,770.03,429.0,30.0,770.042085
SPY,2026-08-19 22:16:00+00:00,769.99,769.99,769.9704,769.9704,217.0,8.0,769.980101
SPY,2026-08-19 22:17:00+00:00,769.999,769.999,769.98,769.98,339.0,21.0,769.986685
SPY,2026-08-19 22:19:00+00:00,769.95,769.95,769.95,769.95,143.0,9.0,769.95
SPY,2026-08-19 22:20:00+00:00,769.89,769.89,769.89,769.89,202.0,19.0,769.89
SPY,2026-08-19 22:21:00+00:00,769.84,769.85,769.84,769.85,576.0,17.0,769.848267
SPY,2026-08-19 22:22:00+00:00,770.0,770.0,770.0,770.0,126.0,16.0,770.0
SPY,2026-08-19 22:23:00+00:00,770.0,770.0,769.98,769.98,484.0,14.0,769.995
SPY,2026-08-19 22:24:00+00:00,769.98,770.03,769.98,770.02,1051.0,24.0,769.988876
SPY,2026-08-19 22:25:00+00:00,769.98,769.98,769.98,769.98,71.0,5.0,769.98
SPY,2026-08-19 22:26:00+00:00,769.95,769.95,769.95,769.95,100.0,12.0,769.95
SPY,2026-08-19 22:28:00+00:00,769.88,769.88,769.87,769.88,2546.0,26.0,769.877958
SPY,2026-08-19 22:29:00+00:00,769.85,769.85,769.85,769.85,114.0,12.0,769.85
SPY,2026-08-19 22:30:00+00:00,769.8364,769.8364,769.83,769.83,512.0,17.0,769.830916
SPY,2026-08-19 22:32:00+00:00,769.8,769.8,769.8,769.8,69.0,13.0,769.8
SPY,2026-08-19 22:34:00+00:00,769.84,769.84,769.84,769.84,83.0,10.0,769.84
SPY,2026-08-19 22:37:00+00:00,769.89,769.94,769.89,769.94,528.0,19.0,769.929211
SPY,2026-08-19 22:38:00+00:00,769.96,770.02,769.96,770.0,3817.0,33.0,769.975322
SPY,2026-08-19 22:39:00+00:00,770.06,770.07,770.06,770.07,327.0,14.0,770.063103
SPY,2026-08-19 22:40:00+00:00,770.1,770.1,770.1,770.1,544.0,12.0,770.1
SPY,2026-08-19 22:42:00+00:00,770.14,770.14,770.14,770.14,417.0,26.0,770.14
SPY,2026-08-19 22:43:00+00:00,770.1,770.12,770.0996,770.12,170.0,12.0,770.106308
SPY,2026-08-19 22:44:00+00:00,770.099,770.099,770.099,770.099,253.0,7.0,770.099
SPY,2026-08-19 22:45:00+00:00,770.1,770.1,770.099,770.099,558.0,6.0,770.099099
SPY,2026-08-19 22:46:00+00:00,770.1,770.1,770.1,770.1,556.0,12.0,770.1
SPY,2026-08-19 22:47:00+00:00,770.04,770.08,770.04,770.08,196.0,8.0,770.052695
SPY,2026-08-19 22:48:00+00:00,770.1108,770.1296,770.11,770.1296,217.0,11.0,770.12
SPY,2026-08-19 22:50:00+00:00,770.12,770.12,770.12,770.12,92.0,9.0,770.12
SPY,2026-08-19 22:51:00+00:00,770.18,770.25,770.18,770.25,6526.0,40.0,770.199891
SPY,2026-08-19 22:53:00+00:00,770.18,770.18,770.18,770.18,108.0,15.0,770.18
SPY,2026-08-19 22:54:00+00:00,770.189,770.189,770.189,770.189,149.0,11.0,770.189
SPY,2026-08-19 22:55:00+00:00,770.19,770.22,770.19,770.22,161.0,11.0,770.209286
SPY,2026-08-19 22:56:00+00:00,770.19,770.19,770.19,770.19,133.0,10.0,770.19
SPY,2026-08-19 22:58:00+00:00,770.23,770.23,770.23,770.23,590.0,18.0,770.23
SPY,2026-08-19 22:59:00+00:00,770.15,770.23,770.0,770.23,6782.0,71.0,770.152183
SPY,2026-08-19 23:01:00+00:00,770.26,770.59,770.26,770.55,7828.0,140.0,770.47511
SPY,2026-08-19 23:02:00+00:00,770.57,770.57,770.2,770.2,537.0,28.0,770.365652
SPY,2026-08-19 23:03:00+00:00,770.279,770.279,770.22,770.22,475.0,16.0,770.26425
SPY,2026-08-19 23:04:00+00:00,770.09,770.1,770.09,770.1,486.0,19.0,770.092105
SPY,2026-08-19 23:05:00+00:00,770.15,770.2,770.15,770.2,291.0,17.0,770.160504
SPY,2026-08-19 23:06:00+00:00,770.17,770.17,770.17,770.17,320.0,15.0,770.17
SPY,2026-08-19 23:07:00+00:00,770.29,770.29,770.29,770.29,133.0,15.0,770.29
SPY,2026-08-19 23:08:00+00:00,770.29,770.29,770.29,770.29,106.0,16.0,770.29
SPY,2026-08-19 23:09:00+00:00,770.34,770.34,770.34,770.34,293.0,16.0,770.34
SPY,2026-08-19 23:11:00+00:00,770.3,770.3001,770.29,770.29,3076.0,13.0,770.299883
SPY,2026-08-19 23:15:00+00:00,770.25,770.25,770.25,770.25,63.0,11.0,770.25
SPY,2026-08-19 23:17:00+00:00,770.35,770.35,770.35,770.35,161.0,8.0,770.35
SPY,2026-08-19 23:20:00+00:00,770.22,770.22,770.2,770.2,370.0,15.0,770.20303
SPY,2026-08-19 23:24:00+00:00,770.1015,770.1015,770.06,770.09,694.0,20.0,770.089264
SPY,2026-08-19 23:26:00+00:00,770.15,770.15,770.15,770.15,127.0,14.0,770.15
SPY,2026-08-19 23:27:00+00:00,770.13,770.149,770.13,770.149,227.0,17.0,770.143571
SPY,2026-08-19 23:31:00+00:00,770.17,770.17,770.12,770.12,661.0,16.0,770.149696
SPY,2026-08-19 23:32:00+00:00,770.119,770.13,770.119,770.13,121.0,8.0,770.123856
SPY,2026-08-19 23:33:00+00:00,770.13,770.13,770.13,770.13,116.0,9.0,770.13
SPY,2026-08-19 23:34:00+00:00,770.12,770.12,770.12,770.12,106.0,7.0,770.12
SPY,2026-08-19 23:37:00+00:00,770.17,770.21,770.17,770.21,162.0,4.0,770.197027
SPY,2026-08-19 23:38:00+00:00,770.1912,770.1912,770.19,770.19,209.0,12.0,770.190282
SPY,2026-08-19 23:39:00+00:00,770.25,770.25,770.25,770.25,2012.0,8.0,770.25
SPY,2026-08-19 23:43:00+00:00,770.25,770.26,770.25,770.26,299.0,10.0,770.251787
SPY,2026-08-19 23:44:00+00:00,770.33,770.34,770.33,770.33,635.0,20.0,770.335505
SPY,2026-08-19 23:45:00+00:00,770.2,770.2,770.2,770.2,2492.0,31.0,770.2
SPY,2026-08-19 23:46:00+00:00,770.1801,770.23,770.15,770.15,2306.0,30.0,770.191431
SPY,2026-08-19 23:47:00+00:00,770.24,770.24,770.24,770.24,730.0,10.0,770.24
SPY,2026-08-19 23:48:00+00:00,770.2001,770.27,770.2001,770.27,835.0,9.0,770.23505
SPY,2026-08-19 23:49:00+00:00,770.26,770.26,770.26,770.26,145.0,8.0,770.26
SPY,2026-08-19 23:50:00+00:00,770.2,770.2805,770.2,770.2805,848.0,9.0,770.270438
SPY,2026-08-19 23:51:00+00:00,770.293,770.293,770.293,770.293,106.0,1.0,770.293
SPY,2026-08-19 23:52:00+00:00,770.33,770.33,770.15,770.15,1883.0,19.0,770.197161
SPY,2026-08-19 23:53:00+00:00,770.12,770.12,770.1108,770.1108,711.0,9.0,770.118467
SPY,2026-08-19 23:54:00+00:00,770.1001,770.1222,770.1001,770.1222,325.0,7.0,770.114759
SPY,2026-08-19 23:55:00+00:00,770.18,770.18,770.15,770.15,611.0,12.0,770.155825
SPY,2026-08-19 23:57:00+00:00,770.15,770.15,770.1285,770.1285,703.0,11.0,770.146692
SPY,2026-08-19 23:58:00+00:00,770.15,770.15,770.02,770.02,2450.0,28.0,770.098714
SPY,2026-08-19 23:59:00+00:00,770.02,770.02,770.01,770.01,335.0,14.0,770.016
SPY,2026-08-20 08:00:00+00:00,769.05,770.3908,769.05,770.27,5399.0,463.0,769.827498
SPY,2026-08-20 08:01:00+00:00,770.3,770.63,769.2,769.45,17709.0,695.0,769.828741
SPY,2026-08-20 08:02:00+00:00,769.45,769.45,769.31,769.34,491.0,25.0,769.344391
SPY,2026-08-20 08:03:00+00:00,769.06,769.06,769.0,769.0,440.0,51.0,769.024435
SPY,2026-08-20 08:04:00+00:00,769.03,769.03,768.97,768.97,571.0,27.0,768.997273
SPY,2026-08-20 08:05:00+00:00,769.0,769.03,768.91,769.03,216.0,18.0,768.975
SPY,2026-08-20 08:06:00+00:00,769.09,769.16,769.09,769.09,415.0,21.0,769.106168
SPY,2026-08-20 08:07:00+00:00,769.12,769.15,768.97,769.07,767.0,23.0,769.106823
SPY,2026-08-20 08:08:00+00:00,769.03,769.03,769.03,769.03,98.0,5.0,769.03
SPY,2026-08-20 08:09:00+00:00,769.12,769.23,769.07,769.07,544.0,17.0,769.172012
SPY,2026-08-20 08:10:00+00:00,769.0,769.0,768.79,768.79,2174.0,47.0,768.850247
SPY,2026-08-20 08:11:00+00:00,768.63,768.73,768.63,768.73,1512.0,26.0,768.691546
SPY,2026-08-20 08:12:00+00:00,768.75,768.75,768.75,768.75,220.0,7.0,768.75
SPY,2026-08-20 08:13:00+00:00,768.83,768.83,768.73,768.73,275.0,11.0,768.793842
SPY,2026-08-20 08:14:00+00:00,768.72,768.72,768.72,768.72,90.0,4.0,768.72
SPY,2026-08-20 08:15:00+00:00,768.81,768.81,768.81,768.81,147.0,5.0,768.81
SPY,2026-08-20 08:16:00+00:00,768.73,768.87,768.73,768.87,224.0,11.0,768.836851
SPY,2026-08-20 08:17:00+00:00,768.91,769.06,768.9,768.97,1016.0,11.0,768.955521
SPY,2026-08-20 08:18:00+00:00,768.97,768.97,768.655,768.93,1034.0,23.0,768.725169
SPY,2026-08-20 08:20:00+00:00,768.95,768.95,768.93,768.93,169.0,11.0,768.936299
SPY,2026-08-20 08:21:00+00:00,768.91,768.9196,768.91,768.9196,224.0,11.0,768.91768
SPY,2026-08-20 08:23:00+00:00,768.51,768.59,768.51,768.59,281.0,29.0,768.543766
SPY,2026-08-20 08:24:00+00:00,768.57,768.59,768.52,768.54,922.0,16.0,768.55267
SPY,2026-08-20 08:25:00+00:00,768.57,768.649,768.57,768.649,166.0,8.0,768.610928
SPY,2026-08-20 08:26:00+00:00,768.56,768.56,768.48,768.48,1648.0,17.0,768.486777
SPY,2026-08-20 08:27:00+00:00,768.52,768.52,768.47,768.51,1435.0,18.0,768.504634
SPY,2026-08-20 08:28:00+00:00,768.43,768.49,768.35,768.35,1095.0,27.0,768.401327
SPY,2026-08-20 08:29:00+00:00,768.33,768.36,768.33,768.36,266.0,6.0,768.335941
